	investigation type	project name	geographic location (longitude)	geographic location (country and/or sea,region)	collection date	environment (biome)	environment (feature)	environment (material)	environmental package	sequencing method	geographic location (latitude)	ENA checklist	sample-desc	sample-name
ERR2539985	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 465 (abx=y cohouse=n) day 5	945465.D5
ERR2539998	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 466 (abx=n cohouse=n) day 6	945466.D6
ERR2540001	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 466 (abx=n cohouse=n) day 9	945466.D9
ERR2540007	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 467 (abx=y cohouse=n) day 3	945467.D3
ERR2540010	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 467 (abx=y cohouse=n) day 6	945467.D6
ERR2540016	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-30	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 468 (abx=y cohouse=n) day 0	945468.D0
ERR2539967	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 463 (abx=n cohouse=n) day 11	945463.D11
ERR2539968	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-30	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 464 (abx=n cohouse=n) day 0	945464.D0
ERR2540025	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-31	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 469 (abx=n cohouse=n) day 1	945469.D1
ERR2539830	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-01	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 452 (abx=y cohouse=n) day 2	945452.D2
ERR2540037	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-31	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 470 (abx=y cohouse=n) day 1	945470.D1
ERR2539795	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 17 (abx=n cohoused=y with mouse 7) hour 240	17.24
ERR2540276	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-12	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 1 vessel 2 (aerobic, antibiotic) day 1	1.2.3
ERR2540278	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-12	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 1 vessel 4 (anaerobic, antibiotic) day 1	1.4.3
ERR2540281	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-13	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 1 vessel 3 (anaerobic, control) day 2	1.3.4
ERR2540311	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-06	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 3 vessel 4 (anaerobic, antibiotic) day -1	3.4.1
ERR2540316	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-08	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 3 vessel 1 (aerobic, control) day 1	3.1.3
ERR2540320	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-09	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 3 vessel 1 (aerobic, control) day 2	3.1.4
ERR2539473	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 1 (abx=y cohouse=n) hour 4	1.004
ERR2539476	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 4 (abx=y cohoused=y with mouse 18) hour 4	4.004
ERR2539481	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 4	9.004
ERR2539611	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 18 (abx=n cohoused=y with mouse 4) hour 39	18.039
ERR2539565	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 6 (abx=y cohoused=n) hour 23	6.023
ERR2539566	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 7 (abx=y cohoused=y with mouse 17) hour 23	7.023
ERR2539574	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 15 (abx=n cohoused=n) hour 23	15.023
ERR2539575	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 16 (abx=n cohoused=n) hour 23	16.023
ERR2539586	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 25	9.025
ERR2539599	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 5 (abx=n(abx=y cohoused=y with mouse 13) hour 39	5.039
ERR2539765	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 4 (abx=y cohoused=y with mouse 18) hour 216, sample weight unknown	4.23
ERR2539767	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 6 (abx=y cohoused=n) hour 216, sample weight unknown	6.23
ERR2539984	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 465 (abx=y cohouse=n) day 4	945465.D4
ERR2539989	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 465 (abx=y cohouse=n) day 9	945465.D9
ERR2539992	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-30	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 466 (abx=n cohouse=n) day 0	945466.D0
ERR2540301	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-01	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 2 vessel 3 (anaerobic, control) day 2	2.3.4
ERR2540302	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-01	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 2 vessel 4 (anaerobic, antibiotic) day 2	2.4.4
ERR2540305	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-05	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 3 vessel 2 (aerobic, antibiotic) day -2	3.2.0
ERR2540306	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-05	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 3 vessel 3 (anaerobic, control) day -2	3.3.0
ERR2540308	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-06	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 3 vessel 1 (aerobic, control) day -1	3.1.1
ERR2540321	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-09	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 3 vessel 2 (aerobic, antibiotic) day 2	3.2.4
ERR2540322	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-09	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 3 vessel 3 (anaerobic, control) day 2	3.3.4
ERR2540324	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-05	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 3 donor feces	run3_donor
ERR2539600	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 6 (abx=y cohoused=n) hour 39	6.039
ERR2539775	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 14 (abx=n cohoused=y with mouse 10) hour 216, sample weight unknown	14.23
ERR2539776	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 15 (abx=n cohoused=n) hour 216, sample weight unknown	15.23
ERR2539616	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 5 (abx=n(abx=y cohoused=y with mouse 13) hour 49	5.049
ERR2539625	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 14 (abx=n cohoused=y with mouse 10) hour 49	14.049
ERR2539637	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 8 (abx=n cohoused=n) hour 63	8.063
ERR2539638	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 63	9.063
ERR2539640	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 11 (abx=y cohoused=y with mouse 9) hour 63	11.063
ERR2539649	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 2 (abx=y cohoused=n) hour 73	2.073
ERR2539660	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 73	13.073
ERR2539687	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 12 (abx=n cohoused=n) hour 97	12.097
ERR2539689	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 14 (abx=n cohoused=y with mouse 10) hour 97	14.097
ERR2539695	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 2 (abx=y cohoused=n) hour 120	2.144
ERR2539831	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 452 (abx=y cohouse=n) day 3	945452.D3
ERR2539713	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 3 (abx=y cohoused=n) hour 144	3.168
ERR2539719	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 144	9.168
ERR2539720	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 10 (abx=y cohoused=y with mouse 14) hour 144	10.168
ERR2539723	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 144	13.168
ERR2539725	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 15 (abx=n cohoused=n) hour 144	15.168
ERR2539726	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 16 (abx=n cohoused=n) hour 144	16.168
ERR2539729	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 2 (abx=y cohoused=n) hour 168	2.192
ERR2539731	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 4 (abx=y cohoused=y with mouse 18) hour 168	4.192
ERR2539733	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 6 (abx=y cohoused=n) hour 168	6.192
ERR2539734	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 7 (abx=y cohoused=y with mouse 17) hour 168	7.192
ERR2539949	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 462 (abx=y cohouse=n) day 5	945462.D5
ERR2540030	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 469 (abx=n cohouse=n) day 6	945469.D6
ERR2540038	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-01	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 470 (abx=y cohouse=n) day 2	945470.D2
ERR2539728	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 18 (abx=n cohoused=y with mouse 4) hour 144	18.168
ERR2539736	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 9 (abx=n cohoused=y with mouse 11) hour 168	9.192
ERR2539740	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 168	13.192
ERR2539742	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 15 (abx=n cohoused=n) hour 168	15.192
ERR2539980	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-30	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 465 (abx=y cohouse=n) day 0	945465.D0
ERR2540263	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-09	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 1 vessel 1 (aerobic, control) day -2	1.1.0
ERR2539747	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 3 (abx=y cohoused=n) hour 192	3.216
ERR2539750	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 6 (abx=y cohoused=n) hour 192	6.216
ERR2539752	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 8 (abx=n cohoused=n) hour 192	8.216
ERR2539757	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-11	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 192	13.216
ERR2539982	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-01	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 465 (abx=y cohouse=n) day 2	945465.D2
ERR2540004	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-30	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 467 (abx=y cohouse=n) day 0	945467.D0
ERR2539769	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 8 (abx=n cohoused=n) hour 216, sample weight unknown	8.23
ERR2539778	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 17 (abx=n cohoused=y with mouse 7) hour 216, sample weight unknown	17.23
ERR2539784	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 6 (abx=y cohoused=n) hour 240	6.24
ERR2539785	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 7 (abx=y cohoused=y with mouse 17) hour 240	7.24
ERR2539790	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 12 (abx=n cohoused=n) hour 240	12.24
ERR2539791	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 13 (abx=y cohoused=y with mouse 5) hour 240	13.24
ERR2540008	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 467 (abx=y cohouse=n) day 4	945467.D4
ERR2539796	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 18 (abx=n cohoused=y with mouse 4) hour 240	18.24
ERR2539888	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-31	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 457 (abx=y cohouse=n) day 1	945457.D1
ERR2540023	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 468 (abx=y cohouse=n) day 7	945468.D7
ERR2540024	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-30	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 469 (abx=n cohouse=n) day 0	945469.D0
ERR2540033	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 469 (abx=n cohouse=n) day 9	945469.D9
ERR2539935	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 461 (abx=n cohouse=n) day 3	945461.D3
ERR2540044	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-07	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 470 (abx=y cohouse=n) day 8	945470.D8
ERR2539737	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 10 (abx=y cohoused=y with mouse 14) hour 168	10.192
ERR2539943	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 461 (abx=n cohouse=n) day 11	945461.D11
ERR2539768	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-12	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 7 (abx=y cohoused=y with mouse 17) hour 216, sample weight unknown	7.23
ERR2539953	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 462 (abx=y cohouse=n) day 9	945462.D9
ERR2540046	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 470 (abx=y cohouse=n) day 10	945470.D10
ERR2539956	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-30	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 463 (abx=n cohouse=n) day 0	945463.D0
ERR2539963	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 463 (abx=n cohouse=n) day 7	945463.D7
ERR2539505	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 16 (abx=n cohoused=n) hour 8	16.008
ERR2540009	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 467 (abx=y cohouse=n) day 5	945467.D5
ERR2540014	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 467 (abx=y cohouse=n) day 10	945467.D10
ERR2540017	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-31	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 468 (abx=y cohouse=n) day 1	945468.D1
ERR2540018	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-01	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 468 (abx=y cohouse=n) day 2	945468.D2
ERR2540019	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 468 (abx=y cohouse=n) day 3	945468.D3
ERR2540021	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 468 (abx=y cohouse=n) day 5	945468.D5
ERR2540022	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-05	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 468 (abx=y cohouse=n) day 6	945468.D6
ERR2540026	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-01	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 469 (abx=n cohouse=n) day 2	945469.D2
ERR2540027	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 469 (abx=n cohouse=n) day 3	945469.D3
ERR2540028	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 469 (abx=n cohouse=n) day 4	945469.D4
ERR2540029	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 469 (abx=n cohouse=n) day 5	945469.D5
ERR2540034	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 469 (abx=n cohouse=n) day 10	945469.D10
ERR2540035	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 469 (abx=n cohouse=n) day 11	945469.D11
ERR2539835	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 452 (abx=y cohouse=n) day 7	945452.D7
ERR2540003	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 466 (abx=n cohouse=n) day 11	945466.D11
ERR2540005	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-08-31	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 467 (abx=y cohouse=n) day 1	945467.D1
ERR2540045	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-08	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 470 (abx=y cohouse=n) day 9	945470.D9
ERR2540047	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 470 (abx=y cohouse=n) day 11	945470.D11
ERR2540268	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-10	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 1 vessel 2 (aerobic, antibiotic) day -1	1.2.1
ERR2540287	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-28	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 2 vessel 2 (aerobic, antibiotic) day -1	2.1.1
ERR2540291	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-29	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 2 vessel 2 (aerobic, antibiotic) day 0	2.1.2
ERR2540310	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-06	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 3 vessel 3 (anaerobic, control) day -1	3.3.1
ERR2540312	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-07-07	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 3 vessel 1 (aerobic, control) day 0	3.1.2
ERR2539978	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-09	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 464 (abx=n cohouse=n) day 10	945464.D10
ERR2539996	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-03	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 466 (abx=n cohouse=n) day 4	945466.D4
ERR2540006	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-01	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 467 (abx=y cohouse=n) day 2	945467.D2
ERR2540031	metagenome	mouse_abx_redox_rep1	-78.94244	USA	2015-09-06	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 469 (abx=n cohouse=n) day 7	945469.D7
ERR2540274	metagenome	bioreactor_abx_redox	-78.93936	USA	2016-06-11	fecal environment	feces	feces	host-associated	Illumina	36.00341	ERC000013	run 1 vessel 4 (anaerobic, antibiotic) day 0	1.4.2
ERR2539738	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-10	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 11 (abx=y cohoused=y with mouse 9) hour 168	11.192
ERR2539489	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-02	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 17 (abx=n cohoused=y with mouse 7) hour 4	17.004
ERR2539609	metagenome	mouse_abx_redox_rep2	-78.94244	USA	2015-11-04	fecal environment	feces	feces	host-associated	Illumina	36.00652	ERC000013	mouse 16 (abx=n cohoused=n) hour 39	16.039
